"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Clublounge_Used_H","Spa_Used_H","Likelihood_Recommend_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Country_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"699","CONVENTION",323,"KING","2014-12-04",2,1,"BUSINESS",278,0,"CONFRM","CONVENTION","UNITED STATES","","Future",278,"Male","36-45","","",10,10,10,10,10,10,10,10,9,"Grapevine","Texas","United States",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"700","TRANSIENT",518,"DDBL","2014-12-05",1,1,"BUSINESS",80,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",80,"Female","46-55","","",10,10,9,NA,9,10,NA,9,10,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"701","TRANSIENT",516,"KING","2014-12-05",1,1,"BUSINESS",71.2,16.75,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",71.2,"Female","26-35","","",9,9,9,9,9,10,9,10,9.5,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"702","TRANSIENT",115,"KING","2014-12-05",1,2,"BUSINESS",89,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",89,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"703","TRANSIENT",107,"DDBL","2014-12-05",1,2,"BUSINESS",89,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",89,"Female","26-35","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Promoter"
"704","CONVENTION",225,"KING","2014-12-04",2,1,"BUSINESS",158,0,"CONFRM","CONVENTION","UNITED STATES","","Future",158,"Prefer not to answer","36-45","","",9,8,8,8,9,8,9,7,8,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"705","CONVENTION",125,"KING","2014-12-04",2,1,"BUSINESS",358,16,"CONFRM","CONVENTION","UNITED STATES","","Future",358,"Male","46-55","","",9,10,10,10,10,9,10,10,9,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Promoter"
"706","CONVENTION",411,"KNGT","2014-12-05",1,1,"BUSINESS",179,0,"CONFRM","CONVENTION","UNITED STATES","","Future",179,"Male","56-65","","",10,10,10,10,10,10,9,10,10,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Promoter"
"707","TRANSIENT",521,"DDBL","2014-12-05",1,3,"BUSINESS",90,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",90,"Male","56-65","","",3,4,NA,3,8,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Detractor"
"708","TRANSIENT",223,"KING","2014-12-04",2,1,"LEISURE",178,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",178,"Female","56-65","","",8,9,NA,8,NA,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Passive"
"709","TRANSIENT",314,"KING","2014-12-04",2,1,"LEISURE",140,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",109,"Male","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",53,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel","Promoter"
"710","TRANSIENT",105,"QNQN","2014-12-05",1,2,"LEISURE",279,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",279,"Male","56-65","","",10,10,10,10,10,9,NA,9,8,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Promoter"
"711","TRANSIENT",419,"KING","2014-12-05",1,2,"BUSINESS",269,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",269,"Male","46-55","","",8,8,NA,8,8,NA,NA,NA,NA,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Passive"
"712","CONVENTION",208,"KING","2014-12-05",1,1,"BUSINESS",179,0,"CONFRM","CONVENTION","UNITED STATES","","Past",179,"Male","46-55","","",8,10,10,10,10,10,NA,10,9,"Fort Worth","Texas","United States",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Passive"
"713","TRANSIENT",617,"KING","2014-12-04",2,1,"BUSINESS",145.24,0,"CONFRM","TRANSIENT","","","Future",145.24,"Female","36-45","","",2,NA,NA,3,6,NA,NA,NA,NA,"Hurst","Texas","United States",69,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet","Detractor"
"714","TRANSIENT",626,"KING","2014-12-05",1,2,"BUSINESS",59.2,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",59.2,"Female","46-55","","",7,5,NA,4,4,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Passive"
"715","TRANSIENT",306,"DDBL","2014-12-05",1,1,"LEISURE",74,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",74,"Male","36-45","","",8,9,NA,8,9,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Passive"
"716","TRANSIENT",326,"KING","2014-12-04",2,2,"LEISURE",134,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",134,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"717","TRANSIENT",317,"KING","2014-12-04",2,2,"BUSINESS",134,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",134,"Male","66-75","","",10,10,NA,9,10,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"718","TRANSIENT",303,"KING","2014-12-05",1,NA,"LEISURE",0,4.5,"CONFRM","TRANSIENT","UNITED STATES","","Past",74,"Male","36-45","","",8,8,NA,8,6,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Passive"
"719","TRANSIENT",507,"DDBL","2014-12-05",1,2,"BUSINESS",56.24,0,"CONFRM","TRANSIENT","","","Past",56.24,"Male","26-35","","",4,6,NA,5,8,NA,NA,NA,NA,"Dallas","Texas","United States",59,"Hyatt Place","",123,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet","Detractor"
"720","TRANSIENT",611,"KING","2014-12-04",2,1,"BUSINESS",188,0,"CONFRM","TRANSIENT","","","Future",188,"Female","18-25","","",10,10,NA,10,10,NA,NA,NA,NA,"Irving","Texas","United States",58,"Hyatt Place","",122,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS","Promoter"
"721","TRANSIENT",505,"DDBL","2014-12-05",1,2,"BUSINESS",76.61,0.0099,"CONFRM","TRANSIENT","","","Past",76.61,"Male","26-35","","",6,6,NA,6,6,NA,NA,NA,NA,"El Paso","Texas","United States",59,"Hyatt Place","",111,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet","Detractor"
"722","TRANSIENT",850,"DLXK","2014-12-05",1,1,"BUSINESS",99,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",99,"Male","46-55","","",9,7,8,8,6,4,9,3,9,"Houston","Texas","United States",34,"Hyatt","",335,8,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"723","CONVENTION",1633,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","46-55","","",8,8,7,8,10,10,NA,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"724","CONVENTION",1401,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","46-55","","",7,10,8,10,9,6,NA,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"725","CONVENTION",1739,"KING","2014-12-05",1,2,"BUSINESS",102,14,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Male","46-55","","",8,10,10,10,9,7,5,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"726","CONVENTION",1202,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",116,"Male","56-65","","",9,10,9,10,10,10,NA,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"727","CONVENTION",1215,"DDBL","2014-12-05",1,2,"BUSINESS",116,18,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","46-55","","",10,10,NA,10,10,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"728","CONVENTION",1523,"KING","2014-12-05",1,1,"BUSINESS",116,0,"CONFRM","CONVENTION","UNITED STATES","","Future",116,"Female","56-65","","",10,10,10,10,10,10,10,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"729","CONVENTION",819,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Past",116,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"730","CONVENTION",1910,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","36-45","","",4,7,8,7,7,7,NA,8,9,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Detractor"
"731","CONVENTION",2708,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","36-45","","",8,10,6,10,7,7,NA,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"732","CONVENTION",2937,"BUSK","2014-12-05",1,2,"BUSINESS",116,60.35,"SHARE","CONVENTION","UNITED STATES","Platinum","Future",116,"Prefer not to answer","46-55","","",9,9,9,9,9,9,10,9,9,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"733","CONVENTION",818,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",116,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Promoter"
"734","CONVENTION",2509,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","","Future",116,"Female","36-45","","",10,8,NA,9,9,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"735","CONVENTION",1505,"KING","2014-12-05",1,2,"BUSINESS",116,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",116,"Female","36-45","","",10,10,NA,10,10,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"736","CONVENTION",827,"CRNK","2014-12-05",1,2,"BUSINESS",136,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",136,"Female","36-45","","",7,7,8,10,8,10,NA,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"737","TRANSIENT",806,"KING","2014-12-05",1,2,"BUSINESS",159.1,66.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",143.1,"Female","46-55","","",10,10,10,10,10,10,NA,10,8.5,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"738","TRANSIENT",1437,"KING","2014-12-05",1,1,"BUSINESS",143.1,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",143.1,"Male","","","",8,7,NA,8,9,NA,NA,NA,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"739","TRANSIENT",3029,"ST11","2014-12-05",1,1,"LEISURE",109,39.2,"CONFRM","TRANSIENT","UNITED STATES","","Future",109,"Female","46-55","","",10,10,10,10,10,10,8,10,9.33333333333,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Promoter"
"740","CONVENTION",1709,"KING","2014-12-05",1,1,"BUSINESS",159,0,"CONFRM","CONVENTION","UNITED STATES","","Future",159,"Female","36-45","","",8,7,7,7,9,7,6,10,NA,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"741","TRANSIENT",729,"SFRM","2014-12-04",2,1,"BUSINESS",428,6.75,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",358,"Female","36-45","","",7,9,9,9,NA,7,1,10,8,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels","Passive"
"742","TRANSIENT",2714,"KING","2014-12-05",1,1,"BUSINESS",59,22.54,"CONFRM","TRANSIENT","","","Past",59,"Male","18-25","","",9,7,9,9,10,9,10,10,10,"Houston","Texas","United States",45,"Hyatt Regency","",984,30,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Opaque","Promoter"
"743","TRANSIENT",324,"1BKN","2014-12-05",1,2,"LEISURE",129,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",129,"Male","36-45","","",8,10,NA,5,10,NA,NA,NA,NA,"Houston","Texas","United States",53,"Hyatt House","",144,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Passive"
"744","TRANSIENT",113,"STKA","2014-12-03",3,1,"BUSINESS",102.57,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",102.57,"Female","66-75","","",10,10,10,10,10,10,10,10,10,"Houston","Texas","United States",41,"Hyatt House","",117,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"745","TRANSIENT",524,"ST11","2014-12-05",1,2,"LEISURE",363,83.5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",374,"Female","36-45","","",10,10,10,10,10,10,NA,10,10,"The Woodlands","Texas","United States",76,"Hyatt","",70,5,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Promoter"
"746","TRANSIENT",406,"DLXN","2014-12-05",1,2,"LEISURE",102,7.62,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",114,"Female","26-35","","",10,10,NA,9,7,NA,NA,NA,NA,"Houston","Texas","United States",53,"Hyatt House","",144,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"747","TRANSIENT",301,"1BKN","2014-12-05",1,2,"BUSINESS",34.19,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",34.19,"Male","66-75","","",10,8,NA,9,10,NA,NA,NA,NA,"Houston","Texas","United States",41,"Hyatt House","",117,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","","N","N","N","Digital Channels","Promoter"
"748","TRANSIENT",508,"KING","2014-12-05",1,2,"LEISURE",98,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",98,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"749","CONVENTION",607,"KING","2014-12-04",2,1,"BUSINESS",338,1.5,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",338,"Male","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel","Promoter"
"750","TRANSIENT",207,"KING","2014-12-05",1,2,"LEISURE",109,18,"CONFRM","TRANSIENT","UNITED STATES","","Future",109,"Female","66-75","","",10,10,NA,10,10,NA,NA,NA,NA,"Sugar Land","Texas","United States",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel","Promoter"
"751","CONVENTION",618,"KING","2014-12-05",1,2,"BUSINESS",189,0,"CONFRM","CONVENTION","UNITED STATES","","Future",189,"Male","46-55","","",10,10,10,10,10,10,10,10,10,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"752","CONVENTION",528,"QDHT","2014-12-05",1,2,"BUSINESS",139,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",278,"Female","56-65","","",10,10,NA,10,10,NA,NA,NA,NA,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"753","TRANSIENT",328,"EKEK","2014-12-05",1,1,"LEISURE",229,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",229,"Male","36-45","","",10,10,10,10,10,10,NA,10,9,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"754","TRANSIENT",603,"DLXK","2014-12-05",1,1,"BUSINESS",60.87,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",60.87,"Male","26-35","","",8,8,6,8,7,8,10,7,7,"The Woodlands","Texas","United States",NA,"Hyatt Place","",146,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels","Passive"
